strategy,ticker,signal_date,entry_date,exit_date,entry_open,exit_close,net_ret
TP_v2,AAPL,2016-11-14,2016-11-15,2016-12-13,26.642499923706055,28.797500610351562,0.07932492049498441
TP_v2,AAPL,2018-03-23,2018-03-26,2018-04-23,42.01750183105469,41.310001373291016,-0.017781752606703893
TP_v2,AAPL,2018-04-20,2018-04-23,2018-05-18,41.70750045776367,46.57749938964844,0.11575097666762124
TP_v2,AAPL,2018-10-10,2018-10-11,2018-11-07,53.630001068115234,52.48749923706055,-0.022041040214581975
TP_v2,AAPL,2018-10-11,2018-10-12,2018-11-08,55.10499954223633,52.122501373291016,-0.05482989921169079
TP_v2,AAPL,2018-11-02,2018-11-05,2018-12-03,51.07500076293945,46.20500183105469,-0.0960954860273947
TP_v2,AAPL,2018-11-05,2018-11-06,2018-12-04,50.47999954223633,44.17250061035156,-0.12569304929549474
TP_v2,AAPL,2018-11-08,2018-11-09,2018-12-10,51.38750076293945,42.400001525878906,-0.1756066547309888
TP_v2,AAPL,2019-05-09,2019-05-10,2019-06-07,49.35499954223633,47.537498474121094,-0.03762027514605437
TP_v2,AAPL,2019-05-10,2019-05-13,2019-06-10,46.9275016784668,48.14500045776367,0.02508118083388755
TP_v2,AAPL,2020-02-24,2020-02-25,2020-03-23,75.23750305175781,56.092498779296875,-0.25492480476354085
TP_v2,AAPL,2020-02-25,2020-02-26,2020-03-24,71.63249969482422,61.720001220703125,-0.13889952920707394
TP_v2,AAPL,2020-02-27,2020-02-28,2020-03-26,64.31500244140625,64.61000061035156,0.003963599273623553
TP_v2,AAPL,2020-02-28,2020-03-02,2020-03-27,70.56999969482422,61.935001373291016,-0.12289273776791454
TP_v2,AAPL,2020-03-09,2020-03-10,2020-04-06,69.28500366210938,65.61750030517578,-0.053495464411331684
TP_v2,AAPL,2020-03-11,2020-03-12,2020-04-08,63.98500061035156,66.51750183105469,0.03894228883578865
TP_v2,AAPL,2020-03-12,2020-03-13,2020-04-09,66.22250366210938,66.99749755859375,0.01109550297545292
TP_v2,AAPL,2020-04-21,2020-04-22,2020-05-19,68.40249633789062,78.28500366210938,0.14384899486294
TP_v2,AAPL,2020-04-23,2020-04-24,2020-05-21,69.30000305175781,79.2125015258789,0.14241918695170575
TP_v2,AAPL,2020-09-08,2020-09-09,2020-10-06,117.26000213623047,113.16000366210938,-0.03530012277210004
TP_v2,AAPL,2020-09-10,2020-09-11,2020-10-08,114.56999969482422,114.97000122070312,0.0031416487201123555
TP_v2,AAPL,2020-09-11,2020-09-14,2020-10-09,114.72000122070312,116.97000122070312,0.019260937567440406
TP_v2,AAPL,2020-09-16,2020-09-17,2020-10-14,109.72000122070312,121.19000244140625,0.10415528607217461
TP_v2,AAPL,2020-09-18,2020-09-21,2020-10-16,104.54000091552734,119.0199966430664,0.1381024827955477
TP_v2,AAPL,2020-09-23,2020-09-24,2020-10-21,105.16999816894531,116.87000274658203,0.11084708413921285
TP_v2,AAPL,2020-10-19,2020-10-20,2020-11-16,116.19999694824219,120.30000305175781,0.034933799777363106
TP_v2,AAPL,2020-10-22,2020-10-23,2020-11-19,116.38999938964844,118.63999938964844,0.018984623413687007
TP_v2,AAPL,2020-10-28,2020-10-29,2020-11-25,112.37000274658203,116.02999877929688,0.03220923520108143
TP_v2,AAPL,2020-10-30,2020-11-02,2020-11-30,109.11000061035156,119.05000305175781,0.0907175147625463
TP_v2,AAPL,2020-11-02,2020-11-03,2020-12-01,109.66000366210938,122.72000122070312,0.11870894533067666
TP_v2,AAPL,2020-11-23,2020-11-24,2020-12-22,113.91000366210938,131.8800048828125,0.1573773426171341
TP_v2,AAPL,2021-01-06,2021-01-07,2021-02-04,128.36000061035156,137.38999938964844,0.07002647403455442
TP_v2,AAPL,2021-01-29,2021-02-01,2021-03-01,133.75,127.79000091552734,-0.04485309923355507
TP_v2,AAPL,2021-02-03,2021-02-04,2021-03-04,136.3000030517578,120.12999725341797,-0.11891142484925898
TP_v2,AAPL,2021-02-18,2021-02-19,2021-03-18,130.24000549316406,120.52999877929688,-0.07485034778674926
TP_v2,AAPL,2021-02-22,2021-02-23,2021-03-22,123.76000213623047,123.38999938964844,-0.0033123504565041317
TP_v2,AAPL,2021-02-23,2021-02-24,2021-03-23,124.94000244140625,122.54000091552734,-0.019526260228932224
TP_v2,AAPL,2021-02-24,2021-02-25,2021-03-24,124.68000030517578,120.08999633789062,-0.03712914158744374
TP_v2,AAPL,2021-02-25,2021-02-26,2021-03-25,122.58999633789062,120.58999633789062,-0.016638121368001024
TP_v2,AAPL,2021-03-08,2021-03-09,2021-04-06,119.02999877929688,126.20999908447266,0.05997480368237906
TP_v2,AAPL,2021-05-04,2021-05-05,2021-06-02,129.1999969482422,125.05999755859375,-0.03234792979698564
TP_v2,AAPL,2021-05-10,2021-05-11,2021-06-08,123.5,126.73999786376953,0.025906718456683464
TP_v2,AAPL,2021-09-20,2021-09-21,2021-10-18,143.92999267578125,146.5500030517578,0.01792296288466999
TP_v2,AAPL,2021-10-04,2021-10-05,2021-11-01,139.49000549316406,148.9600067138672,0.06759372696867372
TP_v2,AAPL,2021-12-17,2021-12-20,2022-01-18,168.27999877929688,169.8000030517578,0.00879384600829236
TP_v2,AAPL,2022-01-19,2022-01-20,2022-02-16,166.97999572753906,172.5500030517578,0.033113817159857506
TP_v2,AAPL,2022-01-20,2022-01-21,2022-02-17,164.4199981689453,168.8800048828125,0.026879145968647267
TP_v2,AAPL,2022-01-21,2022-01-24,2022-02-18,160.02000427246094,167.3000030517578,0.045238681492229205
TP_v2,AAPL,2022-01-24,2022-01-25,2022-02-22,158.97999572753906,164.32000732421875,0.03333340716412159
TP_v2,AAPL,2022-01-25,2022-01-26,2022-02-23,163.5,160.07000732421875,-0.02122060100159784
TP_v2,AAPL,2022-02-23,2022-02-24,2022-03-23,152.5800018310547,170.2100067138672,0.11526870689219648
TP_v2,AAPL,2022-03-10,2022-03-11,2022-04-07,158.92999267578125,172.13999938964844,0.08285629015869622
TP_v2,AAPL,2022-03-11,2022-03-14,2022-04-08,151.4499969482422,170.08999633789062,0.12279659182936475
TP_v2,AAPL,2022-04-11,2022-04-12,2022-05-10,168.02000427246094,154.50999450683594,-0.08063561902590144
TP_v2,AAPL,2022-08-26,2022-08-29,2022-09-26,161.14999389648438,150.77000427246094,-0.06465216863330014
TP_v2,AAPL,2023-09-07,2023-09-08,2023-10-05,178.35000610351562,174.91000366210938,-0.019510020307936027
TP_v2,AAPL,2023-09-12,2023-09-13,2023-10-10,176.50999450683594,178.38999938964844,0.010423185521263978
TP_v2,AAPL,2023-09-13,2023-09-14,2023-10-11,174.0,179.8000030517578,0.03309966125593489
TP_v2,AAPL,2024-07-22,2024-07-23,2024-08-19,224.3699951171875,225.88999938964844,0.006595678526968074
TP_v2,AAPL,2024-07-24,2024-07-25,2024-08-21,218.92999267578125,226.39999389648438,0.033934694995424675
TP_v2,AAPL,2024-08-05,2024-08-06,2024-09-03,205.3000030517578,222.77000427246094,0.08489188077943521
TP_v2,AAPL,2024-08-06,2024-08-07,2024-09-04,206.89999389648438,220.85000610351562,0.0672241089181067
TP_v2,AAPL,2024-10-07,2024-10-08,2024-11-04,224.3000030517578,222.00999450683594,-0.01038698516950487
TP_v2,AAPL,2025-01-14,2025-01-15,2025-02-12,234.63999938964844,236.8699951171875,0.00933263331302836
TP_v2,AAPL,2025-01-16,2025-01-17,2025-02-14,232.1199951171875,244.60000610351562,0.05358840031011547
TP_v2,AAPL,2025-01-21,2025-01-22,2025-02-19,219.7899932861328,244.8699951171875,0.1139165761151697
TP_v2,AAPL,2025-01-23,2025-01-24,2025-02-21,224.77999877929688,245.5500030517578,0.09221532199745752
TP_v2,AAPL,2025-03-04,2025-03-05,2025-04-01,235.4199981689453,223.19000244140625,-0.052115170841678604
TP_v2,AAPL,2025-03-10,2025-03-11,2025-04-07,223.80999755859375,181.4600067138672,-0.18938476212791722
TP_v2,AAPL,2025-09-10,2025-09-11,2025-10-08,226.8800048828125,258.05999755859375,0.13724104013071403
TP_v2,AAPL,2025-10-10,2025-10-13,2025-11-07,249.3800048828125,268.4700012207031,0.07638330378879421
TP_v2,ABBV,2017-10-26,2017-10-27,2017-11-24,92.69999694824219,94.72000122070312,0.02135466283035159
TP_v2,ABBV,2018-02-02,2018-02-05,2018-03-05,113.0,115.66000366210938,0.023181770147844505
TP_v2,ABBV,2018-02-05,2018-02-06,2018-03-06,104.91000366210938,114.55999755859375,0.09158480473735642
TP_v2,ABBV,2018-02-08,2018-02-09,2018-03-09,109.56999969482422,119.29000091552734,0.08832923850405217
TP_v2,ABBV,2018-03-16,2018-03-19,2018-04-16,113.73999786376953,92.5999984741211,-0.18618143273008858
TP_v2,ABBV,2018-03-19,2018-03-20,2018-04-17,112.9000015258789,93.58999633789062,-0.17136029867617086
TP_v2,ABBV,2018-03-21,2018-03-22,2018-04-19,104.19000244140625,93.01000213623047,-0.10766721084652497
TP_v2,ABBV,2018-03-22,2018-03-23,2018-04-20,98.98999786376953,92.5999984741211,-0.06494293029372278
TP_v2,ABBV,2018-03-23,2018-03-26,2018-04-23,99.48999786376953,93.16999816894531,-0.06391317286059173
TP_v2,ABBV,2018-03-26,2018-03-27,2018-04-24,95.5,91.36000061035156,-0.04376046262194755
TP_v2,ABBV,2018-03-27,2018-03-28,2018-04-25,92.19000244140625,91.87000274658203,-0.0039041284599571346
TP_v2,ABBV,2018-05-25,2018-05-29,2018-06-25,100.2699966430664,93.05000305175781,-0.07239000732193668
TP_v2,ABBV,2018-05-29,2018-05-30,2018-06-26,101.86000061035156,92.12000274658203,-0.09599526703159267
TP_v2,ABBV,2018-05-31,2018-06-01,2018-06-28,97.93000030517578,92.43000030517578,-0.05655946894067798
TP_v2,ABBV,2018-06-01,2018-06-04,2018-06-29,98.4800033569336,92.6500015258789,-0.059593925187835795
TP_v2,ABBV,2020-02-25,2020-02-26,2020-03-24,88.62000274658203,67.48999786376953,-0.23883127512232405
TP_v2,ABBV,2020-02-26,2020-02-27,2020-03-25,86.19000244140625,67.91000366210938,-0.2125043296657867
TP_v2,ABBV,2020-02-27,2020-02-28,2020-03-26,82.79000091552734,73.83000183105469,-0.10868251400761786
TP_v2,ABBV,2020-03-11,2020-03-12,2020-04-08,78.8499984741211,78.55999755859375,-0.004184112107414539
TP_v2,ABBV,2020-09-08,2020-09-09,2020-10-06,90.86000061035156,85.88999938964844,-0.05512765390686469
TP_v2,ABBV,2020-09-10,2020-09-11,2020-10-08,89.80999755859375,87.33999633789062,-0.027941681942782126
TP_v2,ABBV,2020-12-15,2020-12-16,2021-01-14,102.5,111.62999725341797,0.08866559942857966
TP_v2,ABBV,2021-01-27,2021-01-28,2021-02-25,104.0,107.33000183105469,0.03162855057733793
TP_v2,ABBV,2021-01-29,2021-02-01,2021-03-01,103.0,108.41000366210938,0.05212583636293333
TP_v2,ABBV,2021-02-01,2021-02-02,2021-03-02,102.87999725341797,107.8499984741211,0.04791060595037466
TP_v2,ABBV,2021-02-11,2021-02-12,2021-03-12,103.76000213623047,108.22000122070312,0.04259008473203352
TP_v2,ABBV,2021-03-19,2021-03-22,2021-04-19,103.5,108.61000061035156,0.04897604917263876
TP_v2,ABBV,2021-03-23,2021-03-24,2021-04-21,104.81999969482422,110.80000305175781,0.056657796396644367
TP_v2,ABBV,2021-09-01,2021-09-02,2021-09-30,113.55000305175781,107.87000274658203,-0.050365414735165315
TP_v2,ABBV,2021-09-02,2021-09-03,2021-10-01,111.18000030517578,109.08999633789062,-0.019154711883449638
TP_v2,ABBV,2021-09-03,2021-09-07,2021-10-04,110.44999694824219,108.7300033569336,-0.015931869647223595
TP_v2,ABBV,2022-04-13,2022-04-14,2022-05-12,157.85000610351562,154.2899932861328,-0.022803652867551705
TP_v2,ABBV,2022-04-18,2022-04-19,2022-05-16,160.39999389648438,155.47000122070312,-0.030981129939378405
TP_v2,ABBV,2022-04-19,2022-04-20,2022-05-17,156.36000061035156,154.77999877929688,-0.010359392663587652
TP_v2,ABBV,2022-04-22,2022-04-25,2022-05-20,154.83999633789062,151.00999450683594,-0.024990326246752015
TP_v2,ABBV,2022-04-29,2022-05-02,2022-05-27,146.64999389648438,150.0,0.022567711469680063
TP_v2,ABBV,2022-05-23,2022-05-24,2022-06-22,147.02999877929688,147.55999755859375,0.0033321916583779476
TP_v2,ABBV,2022-06-13,2022-06-14,2022-07-13,139.44000244140625,152.14999389648438,0.09085036019844739
TP_v2,ABBV,2022-06-14,2022-06-15,2022-07-14,136.57000732421875,150.44000244140625,0.10125188063252466
TP_v2,ABBV,2023-01-12,2023-01-13,2023-02-10,152.08999633789062,152.0500030517578,-0.000525891052913674
TP_v2,ABBV,2023-01-17,2023-01-18,2023-02-14,152.1199951171875,152.58999633789062,0.002826352270958621
TP_v2,ABBV,2023-05-02,2023-05-03,2023-05-31,151.07000732421875,137.9600067138672,-0.08703421783634879
TP_v2,ABBV,2024-04-12,2024-04-15,2024-05-10,164.52000427246094,160.75,-0.023155489081864822
TP_v2,ABBV,2024-04-15,2024-04-16,2024-05-13,162.17999267578125,161.27999877929688,-0.005795277058756265
TP_v2,ABBV,2024-04-26,2024-04-29,2024-05-24,159.58999633789062,157.05999755859375,-0.016101740732179848
TP_v2,ABBV,2024-07-03,2024-07-05,2024-08-01,164.72000122070312,189.7100067138672,0.15145080313395387
TP_v2,ABBV,2025-03-25,2025-03-26,2025-04-23,203.1199951171875,177.0500030517578,-0.1285320108940997
TP_v2,ABBV,2025-03-26,2025-03-27,2025-04-24,202.02000427246094,180.3699951171875,-0.10735502225600535
TP_v2,ABBV,2025-10-08,2025-10-09,2025-11-05,233.27000427246094,216.77000427246094,-0.07089887992235988
TP_v2,ABBV,2025-10-31,2025-11-03,2025-12-01,216.67999267578125,225.11000061035156,0.03871715836706602
TP_v2,ABBV,2025-11-03,2025-11-04,2025-12-02,212.3699951171875,224.3699951171875,0.0563115037193771
TP_v2,ABT,2018-02-05,2018-02-06,2018-03-06,57.91999816894531,60.880001068115234,0.0503970140049983
TP_v2,ABT,2018-02-07,2018-02-08,2018-03-08,58.77000045776367,61.869998931884766,0.0520496419509211
TP_v2,ABT,2018-02-08,2018-02-09,2018-03-09,56.630001068115234,63.599998474121094,0.12233004899105504
TP_v2,ABT,2018-03-28,2018-03-29,2018-04-26,59.56999969482422,59.5,-0.0018459421947903953
TP_v2,ABT,2018-10-24,2018-10-25,2018-11-21,67.19999694824219,68.52999877929688,0.019190745159479272
TP_v2,ABT,2018-11-14,2018-11-15,2018-12-14,68.93000030517578,70.76000213623047,0.025960867630631768
TP_v2,ABT,2018-12-07,2018-12-10,2019-01-08,70.04000091552734,68.30000305175781,-0.025406763352967987
TP_v2,ABT,2018-12-19,2018-12-20,2019-01-18,68.33999633789062,71.41999816894531,0.04447047972367546
TP_v2,ABT,2018-12-20,2018-12-21,2019-01-22,68.06999969482422,71.48999786376953,0.049640155442712386
TP_v2,ABT,2018-12-21,2018-12-24,2019-01-23,66.81999969482422,69.91000366210938,0.045631418031280235
TP_v2,ABT,2018-12-24,2018-12-26,2019-01-24,65.9000015258789,70.86000061035156,0.07463590671400655
TP_v2,ABT,2019-01-03,2019-01-04,2019-02-01,67.12000274658203,72.36000061035156,0.07745006927385423
TP_v2,ABT,2019-01-08,2019-01-09,2019-02-06,68.93000030517578,73.48999786376953,0.06555471412020375
TP_v2,ABT,2019-05-13,2019-05-14,2019-06-11,75.63999938964844,81.12000274658203,0.07190065293177739
TP_v2,ABT,2019-10-02,2019-10-03,2019-10-30,79.25,84.01000213623047,0.059543359861618184
TP_v2,ABT,2020-05-01,2020-05-04,2020-06-01,89.79000091552734,93.01000213623047,0.0354080969634345
TP_v2,ABT,2020-05-04,2020-05-05,2020-06-02,90.94999694824219,92.62000274658203,0.017918059283515753
TP_v2,ABT,2020-05-15,2020-05-18,2020-06-15,91.9000015258789,89.55000305175781,-0.026000853290327863
TP_v2,ABT,2020-05-19,2020-05-20,2020-06-17,89.58000183105469,90.9000015258789,0.014285710587793599
TP_v2,ABT,2020-06-04,2020-06-05,2020-07-02,88.47000122070312,92.2300033569336,0.04203867199586098
TP_v2,ABT,2020-09-03,2020-09-04,2020-10-02,105.44999694824219,106.5,0.00957621201272496
TP_v2,ABT,2020-09-04,2020-09-08,2020-10-05,103.16999816894531,108.55999755859375,0.05184610412425128
TP_v2,ABT,2020-09-08,2020-09-09,2020-10-06,104.26000213623047,106.25,0.01869963390700824
TP_v2,ABT,2020-09-10,2020-09-11,2020-10-08,105.27999877929688,108.54000091552734,0.03057931788754753
TP_v2,ABT,2020-09-24,2020-09-25,2020-10-22,100.55999755859375,109.4800033569336,0.08828798979803842
TP_v2,ABT,2020-10-29,2020-10-30,2020-11-27,104.76000213623047,107.62000274658203,0.02691353839337718
TP_v2,ABT,2020-11-24,2020-11-25,2020-12-23,107.05000305175781,107.44999694824219,0.003362229253980331
TP_v2,ABT,2021-02-22,2021-02-23,2021-03-22,122.25,121.47000122070312,-0.006706459305609425
TP_v2,ABT,2021-02-23,2021-02-24,2021-03-23,120.80000305175781,120.48999786376953,-0.0028969142455520513
TP_v2,ABT,2021-03-04,2021-03-05,2021-04-01,117.0,118.94000244140625,0.016236561625416757
TP_v2,ABT,2021-03-08,2021-03-09,2021-04-06,116.73999786376953,119.97000122070312,0.027321029593162294
TP_v2,ABT,2022-01-13,2022-01-14,2022-02-11,130.49000549316406,125.48999786376953,-0.03861778727500342
TP_v2,ABT,2022-01-14,2022-01-18,2022-02-14,127.4000015258789,122.77999877929688,-0.03657198784160731
TP_v2,ABT,2022-01-18,2022-01-19,2022-02-15,126.75,123.9800033569336,-0.022166101152215845
TP_v2,ABT,2022-01-19,2022-01-20,2022-02-16,126.23999786376953,123.68000030517578,-0.0205924093345784
TP_v2,ABT,2022-01-20,2022-01-21,2022-02-17,126.80999755859375,120.58000183105469,-0.04943622051748764
TP_v2,ABT,2022-02-16,2022-02-17,2022-03-17,122.98999786376953,121.19999694824219,-0.014876846982421865
TP_v2,ABT,2024-03-18,2024-03-19,2024-04-16,112.44000244140625,109.20999908447266,-0.029077034376175814
TP_v2,ABT,2024-03-20,2024-03-21,2024-04-18,111.94999694824219,105.2699966430664,-0.060016080095832036
TP_v2,ABT,2025-03-12,2025-03-13,2025-04-09,130.27999877929688,127.04000091552734,-0.025172662275501856
TP_v2,ABT,2025-03-14,2025-03-17,2025-04-11,126.72000122070312,126.87999725341797,0.0009467889502847715
TP_v2,ABT,2025-03-18,2025-03-19,2025-04-15,126.33000183105469,126.22000122070312,-0.0011871832859339237
TP_v2,ABT,2025-04-04,2025-04-07,2025-05-05,122.29000091552734,132.60000610351562,0.08396701096487758
TP_v2,ABT,2025-04-08,2025-04-09,2025-05-07,121.62999725341797,133.9499969482422,0.10094533474787393
TP_v2,ABT,2025-04-10,2025-04-11,2025-05-09,126.05999755859375,133.24000549316406,0.056630774689316654
TP_v2,ABT,2025-05-14,2025-05-15,2025-06-12,128.85000610351562,136.4499969482422,0.05866369586926168
TP_v2,ACN,2018-02-08,2018-02-09,2018-03-09,151.69000244140625,161.50999450683594,0.0644650445458066
TP_v2,ACN,2018-03-22,2018-03-23,2018-04-20,151.3300018310547,152.41000366210938,0.0068715019390324095
TP_v2,ACN,2018-03-23,2018-03-26,2018-04-23,149.0,153.0399932861328,0.02684198957276074
TP_v2,ACN,2018-03-27,2018-03-28,2018-04-25,149.67999267578125,150.08999633789062,0.002471634470355033
TP_v2,ACN,2018-03-28,2018-03-29,2018-04-26,148.2899932861328,152.2899932861328,0.026700830552665478
TP_v2,ACN,2020-02-25,2020-02-26,2020-03-24,198.6699981689453,156.85000610351562,-0.21067991570384093
TP_v2,ACN,2020-02-26,2020-02-27,2020-03-25,192.1999969482422,151.82000732421875,-0.2102798369875486
TP_v2,ACN,2020-06-15,2020-06-16,2020-07-14,203.36000061035156,219.16000366210938,0.0774904268092309
TP_v2,ACN,2020-09-10,2020-09-11,2020-10-08,236.42999267578125,225.61000061035156,-0.045929339825867
TP_v2,ACN,2020-09-24,2020-09-25,2020-10-22,213.02999877929688,228.13999938964844,0.07073457262003036
TP_v2,ACN,2020-10-28,2020-10-29,2020-11-25,215.50999450683594,249.3300018310547,0.1567299595655458
TP_v2,ACN,2021-01-27,2021-01-28,2021-02-25,249.24000549316406,253.77999877929688,0.018053410843947848
TP_v2,ACN,2021-01-29,2021-02-01,2021-03-01,246.10000610351562,258.1600036621094,0.048837954089511415
TP_v2,ACN,2022-01-05,2022-01-06,2022-02-03,384.69000244140625,345.54998779296875,-0.10184298406539305
TP_v2,ACN,2022-01-06,2022-01-07,2022-02-04,379.0899963378906,347.5,-0.08343224036144803
TP_v2,ACN,2022-01-07,2022-01-10,2022-02-07,363.4200134277344,343.9599914550781,-0.05365403162063653
TP_v2,ACN,2022-01-13,2022-01-14,2022-02-11,357.0400085449219,329.17999267578125,-0.07813817061966066
TP_v2,ACN,2022-01-14,2022-01-18,2022-02-14,348.6099853515625,326.1300048828125,-0.06459564987228672
TP_v2,ACN,2022-01-18,2022-01-19,2022-02-15,351.0,329.4100036621094,-0.06162041005609531
TP_v2,ACN,2022-01-19,2022-01-20,2022-02-16,345.45001220703125,333.7200012207031,-0.03406955906573628
TP_v2,ACN,2022-01-20,2022-01-21,2022-02-17,341.3900146484375,322.9100036621094,-0.05424565827513539
TP_v2,ACN,2022-01-21,2022-01-24,2022-02-18,328.29998779296875,321.17999267578125,-0.021807978141441642
TP_v2,ACN,2023-06-23,2023-06-26,2023-07-24,296.5899963378906,313.2900085449219,0.056168073944657726
TP_v2,ACN,2023-06-26,2023-06-27,2023-07-25,297.1199951171875,317.5899963378906,0.06875547404059779
TP_v2,ACN,2024-03-21,2024-03-22,2024-04-19,350.3299865722656,316.8800048828125,-0.09559007556161336
TP_v2,ACN,2024-03-22,2024-03-25,2024-04-22,336.010009765625,317.4200134277344,-0.05544146593003607
TP_v2,ACN,2024-03-25,2024-03-26,2024-04-23,335.1400146484375,316.8299865722656,-0.054750051540067846
TP_v2,ACN,2024-10-30,2024-10-31,2024-11-27,344.6300048828125,362.1600036621094,0.05074713051358826
TP_v2,ACN,2025-02-21,2025-02-24,2025-03-21,364.4100036621094,305.32000732421875,-0.1622533703144664
TP_v2,ACN,2025-02-24,2025-02-25,2025-03-24,361.0799865722656,307.17999267578125,-0.14937689255684738
TP_v2,ACN,2025-02-25,2025-02-26,2025-03-25,362.70001220703125,308.8999938964844,-0.14843409930140927
